academic_term,academic_year,faculty_abbrev,faculty,subject_abbrev,subject,title,course_number_raw,course_credit_raw
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Introduction to Program Evaluation,3015,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Intermediate Statistics II,3032,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,History of Psychology,3125,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Health Psychology,3170,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,PSYC,Psychology,Introduction to Abnormal Psychology (Psychopathology),3230,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Neural Basis of Behaviour,3250,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Memory,3265,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Psycholinguistics,3290,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Psychology and Law,3310,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,PSYC,Psychology,Memory,3390,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Behaviour in Groups,3430,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Environmental Psychology,3450,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Adult Development and Aging,3490,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Development in Adolescence,3500,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,PSYC,Psychology,Intermediate Experimental Psychology,3525,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Creativity,3550,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,PSYC,Psychology,Learning, Behaviour Modification, and Behaviour Management,3555,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Organizational Psychology,3570,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,PSYC,Psychology,Psychology and Law,3600,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,PSYC,Psychology,Psychologie de la santé,3635,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,PSYC,Psychology,Introduction to Social Psychology,3660,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,PSYC,Psychology,Psychobiology,3670,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,PSYC,Psychology,Data Science for Social Scientists,3685,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Individual Research Project,3900,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Individual Research Project,3902,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,PSYC,Psychology,Honours Thesis,4000,6.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Seminar in Developmental Psychology,4010,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Seminar in Social Psychology,4020,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Behaviour Modification and Behaviour Therapy,4030,6.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Mental Health: History, Culture, and Critique,4051,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Theoretical Approaches to Counselling and Psychotherapy,4061,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Neuropsychology of Abnormal Behaviour,4080,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,PSYC,Psychology,Travail individuel,4100,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,PSYC,Psychology,Travail individuel,4100,6.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Critical Psychology: Theory, Research, and Practice,4150,6.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Seminar in Health Psychology,4190,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Theories of Human Nature,4220,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,PSYC,Psychology,Séminaire avancé,4230,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,PSYC,Psychology,Applied Research Practicum,4260,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,PSYC,Psychology,Applied Research Practicum,4260,6.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Seminar in Sensation and Perception,4260,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,PSYC,Psychology,Rehabilitation Psychology,4270,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Seminar in Statistics,4330,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Atypical Development,4460,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,PSYC,Psychology,Human Neuropsychology,4530,6.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Individual Research Project,4900,3.00
Fall/Winter,2023-2024,HH,Faculty of Health,PSYC,Psychology,Individual Research Project,4902,6.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Historical and Theoretical Foundations of Contemporary Psychology (A),6020,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,History Of Psychological Practice,6060B,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Mental Health: History, Culture, and Critique,6063,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Univariate Analysis II: Regression,6132,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Computational Methods for Statistical Modelling,6138,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Social Psychology of Intergroup Relations,6175,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Psychometric Methods,6180,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Neuroimaging of Cognition - fMRI Methods,6226,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Fundamentals of Neuroscience I: Structures, Neurons and Synapses,6257,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Clinical Neuroanatomy,6325,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Social Psychology,6410,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Foundations of Clinical Psychology: Psychopathology and Personality,6422,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Cognitive Assessment,6431,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Evidence Based Principles of Psychotherapy,6436,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Clinical Practicum II,6440P,6.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,'Advanced Psychological Intervention' as a practicum,6445P,6.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Current Issues in Health Psychology,6455,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Graduate Diploma in Health Psychology - Seminar 2,6457,1.50
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Clinical Practicum III (Optional),6460P,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Introduction to Qualitative Research,6474,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Social and Emotional Bases of Development,6610,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Readings,6710,6.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Applied Practicum I,6810A,6.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Applied Practicum II,6810B,6.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Applied Practicum IV,6810D,6.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Research Practicum I,6820A,6.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Research Practicum II,6820B,6.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Research Practicum III,6820C,6.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Clinical Internship I,6840A,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Issues in CD Psychology: A Proseminar in Ethics, Practice and Research,6900,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Psychoeducational Assessment of Children and Adolescents,6910,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Clinical and Diagnostic Assessment of Children and Adolescents,6920,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Clinical Developmental Interventions Practicum,6930P,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Applied Pediatric Neuropsychology,6945,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,PSYC,Psychology,Clinical Developmental Interventions: Advanced Skills,6970,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Gods and Humans,1165,9.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Islamic Traditions,1845,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,The Bible and Modern Contexts,1850,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,The Nature of Religion: An Introduction,1860,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Christianity in Context,1875,9.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Asian Philosophical Traditions,2035,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Religion and Society,2672,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Ancient Israel: From Its Origins in the Settlement to the Babylonian Exile,3110,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,The Anthropology of Ritual & Religion,3320,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Origins of Christianity II: Gospel Portraits of Jesus & Writings of the Second Generation (65-135 CE),3422,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Gender and Islamophobia,3580,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Methods in the Study of Religion,3803,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Sacred Space and Ritual Practices in Islam,3818,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,A Convenient Hatred: Antisemitism Before, During and After the Holocaust,3829,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Science and Religion in Modern Western Culture,3975,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Church, Mosque and Synagogue: Jews, Muslims and Christians in Medieval Spain,4803,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Studies in Islamic Mysticism,4815,3.00
Fall/Winter,2023-2024,ED,Faculty of Education,SCIE,Science,Teaching Science in the Intermediate Division,3000,3.00
Fall/Winter,2023-2024,ED,Faculty of Education,SCIE,Science,Teaching Science (General) in the Intermediate-Senior Divisions - B,4001,3.00
Fall/Winter,2023-2024,SC,Faculty of Science,SENE,Seneca,Pharmacology and Applied Toxicology,3073,3.00
Fall/Winter,2023-2024,SC,Faculty of Science,SENE,Seneca,Pharmaceutical Analysis - Advanced,3084,3.00
Fall/Winter,2023-2024,SB,Schulich School of Business,SGMT,Strategic Management,Mergers and Acquisitions,4200,3.00
Fall/Winter,2023-2024,SB,Schulich School of Business,SGMT,Strategic Management,Strategy Execution,4750,3.00
Fall/Winter,2023-2024,SB,Schulich School of Business,SGMT,Strategic Management,Strategic Management,6000,3.00
Fall/Winter,2023-2024,SB,Schulich School of Business,SGMT,Strategic Management,Economic Foundations of Strategy,6130,3.00
Fall/Winter,2023-2024,SB,Schulich School of Business,SGMT,Strategic Management,International Negotiations: Analysis, Strategy and Practice,6490,3.00
Fall/Winter,2023-2024,SB,Schulich School of Business,SGMT,Strategic Management,Managing Globally: Past, Present, Future,6720,3.00
Fall/Winter,2023-2024,SB,Schulich School of Business,SGMT,Strategic Management,Individual Study: Selected Problems in Strategic Management,6900,3.00
Fall/Winter,2023-2024,SB,Schulich School of Business,SGMT,Strategic Management,Restructuring and Turnaround Management,6970,3.00
Fall/Winter,2023-2024,SB,Schulich School of Business,SGMT,Strategic Management,Seminar on corporate strategy,7040,3.00
Fall/Winter,2023-2024,ED,Faculty of Education,SLGS,Sign Language Studies,Educational Use of Signs,3510,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SLST,Socio-Legal Studies,Directed Reading,5900,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SLST,Socio-Legal Studies,Advanced Research Strategies in Socio-Legal Methods,6005,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SLST,Socio-Legal Studies,Neoliberalism: Governmentality in Theory and Practice,6028,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SLST,Socio-Legal Studies,Major Research Paper Seminar,6100,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Introduction to Sociology,1010,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Mediated Life: Structure and Agency in a Digital World,1030,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Sociological Theory,2040,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Social Interaction and Community,2060,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOCI,Sociology,Perspectives sociologiques,2510,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOCI,Sociology,Deviant Behaviour and Social Control,2520,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOCI,Sociology,Introduction to Statistical Methods I,2610,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOCI,Sociology,Indigenous Peoples of Canada,2630,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOCI,Sociology,Education and Society,2665,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOCI,Sociology,Relations sexe/genre,2680,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Classics in Sociology,3020,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Statistics for Social Sciences,3030,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Advanced Sociological Theory,3040,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Collective Behaviour,3110,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOCI,Sociology,Organized Crime in Canada and Abroad,3260,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Social  Inequality,3410,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,The Sociology of Race and Racism,3450,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Sociology of Aging,3550,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Sociology of Work and Labour,3600,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOCI,Sociology,Anishinaabe Technologies of Orality Through Aatisookaanan (Traditional Stories),3637,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Sociology of Religion,3650,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOCI,Sociology,Human Rights and Civil Liberties in Canada,3663,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOCI,Sociology,Logic of Social Inquiry: Qualitative Methods,3680,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOCI,Sociology,La logique de l'enquête : méthodes quantitatives,3690,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOCI,Sociology,Theories of Society,3692,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Criminalization and  Racialization,3810,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Independent Study,4030,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Sociology of the Body,4070,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOCI,Sociology,Individual Studies,4100,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOCI,Sociology,Individual Research,4110,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Sociology of Health Care Systems,4300,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Immigrant Youth In Canada - Settlement & Integration,4370,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Racialization and the Law,4440,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Social Theory and Cultural Expression,4500,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOCI,Sociology,Urban Environmentalism and Urban Sociology,4620,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOCI,Sociology,International Perspectives on Race and Racism,4642,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Women and Aging,4680,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Childhood and Violence,4830,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOCI,Sociology,Independent Reading Course,5900,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOCI,Sociology,Key Debates in Sociological Theory,5901,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOCI,Sociology,Doctoral Seminar I:  Professional Development Workshop Series,6001,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOCI,Sociology,Qualitative Methods Of Research,6060,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOCI,Sociology,Quantitative Analysis,6112,6.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOCI,Sociology,Contemporary Topics in Social Theory,6200,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOCI,Sociology,Critical Political Ecologies,6312,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOCI,Sociology,Diaspora, Hegemony and Cultural Identity,6615,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOCI,Sociology,Social Movements,6711,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOCI,Sociology,Race and Ethnicity,6760,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOCI,Sociology,Health and Illness,6831,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOCI,Sociology,Independent Reading Course,6900,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOCI,Sociology,Independent Reading Course,6900A,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Introduction to Social Science,1000,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Pathways for life-long learning,1000,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Introduction to Social Science (ESL),1009,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Understanding Social Theory,1012,9.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Self, Culture and Society: Critical Perspectives,1140,9.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Introduction to Business and Society,1340,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Introduction to the Social Economy,1341,9.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Gender and the Law,1350,9.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Introduction to International Development Studies,1430,9.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Introduction to Gender and Women's Studies,1502,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,The Future of Work,1510,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Introduction to Linguistics,1603,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,The Roots of World Civilizations,1615,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Modern Economic History: A Canadian Perspective,1680,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Globalization and the Human Condition,1710,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Rights in the Workplace,1740,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Health Controversies: Issues of Health, Illness and Society,1801,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,English in the World; the World in English,1903,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Gendered Encounters,1920,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Health and Equity,1930,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Prospects and Perils of Globalization,1950,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Representing Climate Change,2007,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Graphic Medicine: Narrative Medicine, Graphic Novels and Healing,2112,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Labour Relations, Restructuring and Resistance,2210,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Intermediate Business and Society,2340,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Ethics and Capitalism,2346,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Law and Society,2350,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Introduction to African Studies,2480,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Ideology and Everyday Life,2560,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Introduction to Modern Social and Political Thought,2571,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Culture, Globalization and International Civil Society,2622,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Indigenous Peoples of Canada,2630,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Ancient Ethical and Political Theory,2633,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Anishinaabemowin (Ojibway) Language and Culture II,2638,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Criminal Justice Systems,2652,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Research Methods in Criminology,2653,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Géographie mondiale : aspects physiques et humains,2655,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Histoire du Canada,2670,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,La Famille,2685,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Language and Gender,2900,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Introduction to the History of Modern Europe from 1450 to the Present,2905,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Droit, justice et égalité,2925,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Ancient Greece,2932,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Special Topics in ISS,3005,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Colonialism and Reconciliation in Settler Societies,3007,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,The Social Economy and Alternative Development,3041,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Comparative Perspectives on Social Exclusion and Business,3043,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Finance and Society: Decoding the Language and Social Organization of Contemporary Finance,3045,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Directed Reading,3099,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Health, Storytelling and Media,3112,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,The Patient,3116,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Race and Health,3121,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Women Organizing,3125,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Work and Health,3169,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,The Working Class in Canadian Society,3210,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Labour and Globalization II: Comparative Perspectives,3241,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Sport, Work and Resistance,3290,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Canadian Charter of Rights and Freedoms,3360,6.00
